ID_Transacao,Data_Venda,ID_Cliente,Cidade_Cliente,Nome_Produto,Categoria_Produto,Metodo_Pagamento,Valor_Unitario,Quantidade,Valor_Total
T004204,2023-01-08,C0482,Recife,Smartphone,Telefonia,Cartão de Crédito,2112.82,1,2112.82
T004205,2024-03-31,C1109,Fortaleza,Carregador Portátil,Acessórios,Boleto,4997.2,4,19988.8
T004206,2023-08-03,C0869,Recife,Webcam,Periféricos,Cartão de Crédito,2828.07,3,8484.21
T004207,2024-05-18,C0605,Salvador,Fone Bluetooth,Acessórios,Pix,2530.92,2,5061.84
T004208,2024-07-14,C0579,Rio de Janeiro,Teclado Mecânico,Periféricos,Pix,2759.72,2,5519.44
T004209,2023-02-01,C0802,São Paulo,Teclado Mecânico,Periféricos,Pix,4974.78,2,9949.56
T004210,2023-04-15,C0954,Belo Horizonte,Cadeira Gamer,Móveis,Cartão de Débito,800.4,5,4002.0
T004211,2024-06-14,C0059,Brasília,Fone Bluetooth,Acessórios,Boleto,1967.09,1,1967.09
T004212,2024-11-06,C0514,Fortaleza,Cadeira Gamer,Móveis,Cartão de Crédito,1869.48,4,7477.92
T004213,2023-09-09,C1062,Rio de Janeiro,Cadeira Gamer,Móveis,Cartão de Crédito,932.78,3,2798.34
T004214,2024-04-20,C0457,Salvador,Smartphone,Telefonia,Pix,2326.9,1,2326.9
T004215,2024-05-11,C0995,Fortaleza,Monitor,Informática,Cartão de Crédito,4229.45,3,12688.35
T004216,2024-06-02,C1195,Curitiba,Carregador Portátil,Acessórios,Cartão de Crédito,839.23,5,4196.15
T004217,2023-06-12,C0025,Porto Alegre,Carregador Portátil,Acessórios,Boleto,3705.65,1,3705.65
T004218,2023-04-07,C0335,Brasília,Smartphone,Telefonia,Pix,2485.02,5,12425.1
T004219,2023-05-12,C0180,São Paulo,Cadeira Gamer,Móveis,Cartão de Crédito,813.81,1,813.81
T004220,2024-06-29,C0939,Recife,Smartphone,Telefonia,Boleto,3875.09,1,3875.09
T004221,2024-07-08,C0217,Fortaleza,Smartphone,Telefonia,Cartão de Débito,3032.4,3,9097.2
T004222,2024-01-24,C0255,Porto Alegre,Monitor,Informática,Cartão de Débito,170.36,2,340.72
T004223,2023-02-11,C0834,Recife,Teclado Mecânico,Periféricos,Cartão de Crédito,3714.82,1,3714.82
T004224,2023-10-07,C0249,Curitiba,Mouse Gamer,Periféricos,Cartão de Débito,1898.13,4,7592.52
T004225,2023-11-22,C0568,Curitiba,Carregador Portátil,Acessórios,Cartão de Crédito,2938.04,2,5876.08
T004226,2024-09-05,C0827,Brasília,Carregador Portátil,Acessórios,Cartão de Crédito,1755.32,4,7021.28
T004227,2024-04-02,C0931,Salvador,Cadeira Gamer,Móveis,Cartão de Débito,633.52,5,3167.6
T004228,2023-12-07,C0344,Curitiba,Teclado Mecânico,Periféricos,Pix,4606.2,3,13818.6
T004229,2023-09-16,C0194,São Paulo,Cadeira Gamer,Móveis,Pix,2745.59,3,8236.77
T004230,2024-11-07,C0180,São Paulo,Mouse Gamer,Periféricos,Cartão de Crédito,1083.46,3,3250.38
T004231,2023-02-12,C1162,Brasília,Smartphone,Telefonia,Cartão de Débito,213.23,5,1066.15
T004232,2023-06-08,C0603,Belo Horizonte,Tablet,Telefonia,Cartão de Débito,4287.45,4,17149.8
T004233,2024-04-13,C1170,Fortaleza,Webcam,Periféricos,Cartão de Débito,1917.55,4,7670.2
T004234,2024-02-02,C1083,Recife,Mouse Gamer,Periféricos,Cartão de Crédito,4033.76,5,20168.8
T004235,2024-11-19,C0570,Salvador,Tablet,Telefonia,Pix,132.59,3,397.77
T004236,2023-12-19,C0932,Porto Alegre,Webcam,Periféricos,Cartão de Débito,37.86,1,37.86
T004237,2024-12-05,C0023,Porto Alegre,Mouse Gamer,Periféricos,Cartão de Crédito,858.48,1,858.48
T004238,2024-05-05,C0865,Rio de Janeiro,Smartphone,Telefonia,Boleto,1410.9,3,4232.7
T004239,2024-08-21,C0475,Campinas,Fone Bluetooth,Acessórios,Cartão de Débito,1506.34,3,4519.02
T004240,2023-07-14,C1097,Porto Alegre,Smartphone,Telefonia,Boleto,3279.75,2,6559.5
T004241,2023-12-11,C0929,Fortaleza,Tablet,Telefonia,Cartão de Crédito,1150.23,5,5751.15
T004242,2024-08-25,C1199,Campinas,Carregador Portátil,Acessórios,Pix,4433.03,2,8866.06
T004243,2023-01-09,C0871,Curitiba,Tablet,Telefonia,Pix,459.26,4,1837.04
T004244,2023-08-30,C0338,Porto Alegre,Monitor,Informática,Cartão de Crédito,4843.0,1,4843.0
T004245,2024-06-28,C0457,Recife,Mouse Gamer,Periféricos,Cartão de Crédito,3292.04,1,3292.04
T004246,2024-06-19,C0231,Recife,Tablet,Telefonia,Boleto,3579.25,2,7158.5
T004247,2023-10-11,C0018,Curitiba,Notebook,Informática,Cartão de Débito,2862.98,1,2862.98
T004248,2023-02-04,C0640,Salvador,Carregador Portátil,Acessórios,Cartão de Crédito,3248.44,1,3248.44
T004249,2023-04-24,C0741,Curitiba,Carregador Portátil,Acessórios,Cartão de Débito,4459.12,5,22295.6
T004250,2023-05-31,C0824,Recife,Monitor,Informática,Cartão de Crédito,4805.63,3,14416.89
T004251,2024-08-10,C0826,Curitiba,Webcam,Periféricos,Pix,3045.49,1,3045.49
T004252,2023-05-31,C0494,Salvador,Webcam,Periféricos,Cartão de Débito,3615.73,5,18078.65
T004253,2024-02-15,C0281,Fortaleza,Fone Bluetooth,Acessórios,Cartão de Débito,2702.0,1,2702.0
T004254,2023-04-16,C0654,Porto Alegre,Fone Bluetooth,Acessórios,Boleto,1646.19,4,6584.76
T004255,2023-03-19,C0382,Salvador,Carregador Portátil,Acessórios,Pix,397.82,1,397.82
T004256,2023-03-06,C0712,Curitiba,Notebook,Informática,Boleto,1412.79,3,4238.37
T004257,2024-05-13,C0721,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Crédito,1867.85,4,7471.4
T004258,2023-07-17,C0578,Porto Alegre,Mouse Gamer,Periféricos,Boleto,1273.36,3,3820.08
T004259,2024-04-23,C0041,Porto Alegre,Cadeira Gamer,Móveis,Cartão de Débito,4992.32,1,4992.32
T004260,2024-01-25,C0135,Porto Alegre,Webcam,Periféricos,Cartão de Crédito,2906.0,4,11624.0
T004261,2023-03-21,C0011,Rio de Janeiro,Webcam,Periféricos,Cartão de Crédito,3578.59,4,14314.36
T004262,2023-01-04,C0475,Belo Horizonte,Carregador Portátil,Acessórios,Boleto,1579.28,2,3158.56
T004263,2024-06-04,C0652,Fortaleza,Notebook,Informática,Cartão de Crédito,4103.13,4,16412.52
T004264,2023-08-18,C0258,São Paulo,Webcam,Periféricos,Pix,3251.14,5,16255.7
T004265,2024-11-05,C1012,São Paulo,Carregador Portátil,Acessórios,Cartão de Crédito,3387.01,3,10161.03
T004266,2024-08-14,C0843,Rio de Janeiro,Smartphone,Telefonia,Pix,3630.21,3,10890.63
T004267,2024-04-29,C0629,Brasília,Notebook,Informática,Boleto,3214.95,4,12859.8
T004268,2023-12-24,C0631,São Paulo,Teclado Mecânico,Periféricos,Cartão de Crédito,3290.5,1,3290.5
T004269,2023-10-02,C0041,Brasília,Tablet,Telefonia,Pix,4072.11,1,4072.11
T004270,2024-08-18,C0085,Fortaleza,Smartphone,Telefonia,Cartão de Débito,839.5,1,839.5
T004271,2023-11-11,C0427,Curitiba,Teclado Mecânico,Periféricos,Pix,4913.27,3,14739.81
T004272,2024-10-04,C1038,Recife,Notebook,Informática,Cartão de Crédito,2746.24,5,13731.2
T004273,2024-03-22,C0408,Brasília,Teclado Mecânico,Periféricos,Cartão de Débito,2674.78,1,2674.78
T004274,2023-01-25,C0177,Curitiba,Notebook,Informática,Pix,499.61,4,1998.44
T004275,2023-10-25,C0448,Rio de Janeiro,Fone Bluetooth,Acessórios,Cartão de Crédito,3966.5,1,3966.5
T004276,2024-05-02,C0506,São Paulo,Notebook,Informática,Cartão de Crédito,1137.81,4,4551.24
T004277,2024-08-13,C0393,Brasília,Tablet,Telefonia,Pix,3738.03,4,14952.12
T004278,2023-09-26,C0081,Recife,Mouse Gamer,Periféricos,Pix,2558.07,4,10232.28
T004279,2023-09-24,C0155,Porto Alegre,Carregador Portátil,Acessórios,Pix,1536.77,4,6147.08
T004280,2023-12-26,C0704,Campinas,Mouse Gamer,Periféricos,Boleto,1762.06,3,5286.18
T004281,2023-05-11,C0406,Brasília,Mouse Gamer,Periféricos,Cartão de Crédito,2417.65,4,9670.6
T004282,2024-02-13,C0628,São Paulo,Teclado Mecânico,Periféricos,Pix,1129.33,4,4517.32
T004283,2024-10-11,C1196,Porto Alegre,Smartphone,Telefonia,Pix,1534.98,5,7674.9
T004284,2023-12-29,C0023,Recife,Fone Bluetooth,Acessórios,Cartão de Débito,1140.74,5,5703.7
T004285,2023-11-26,C1103,Salvador,Notebook,Informática,Cartão de Débito,4904.84,3,14714.52
T004286,2023-04-27,C0664,Campinas,Smartphone,Telefonia,Cartão de Crédito,777.93,3,2333.79
T004287,2023-02-12,C1049,Porto Alegre,Tablet,Telefonia,Cartão de Crédito,3571.19,1,3571.19
T004288,2023-12-28,C0200,Salvador,Notebook,Informática,Pix,4446.12,3,13338.36
T004289,2023-08-15,C0179,Fortaleza,Smartphone,Telefonia,Boleto,1141.82,5,5709.1
T004290,2023-06-16,C0041,Campinas,Notebook,Informática,Pix,324.08,3,972.24
T004291,2024-06-24,C0207,Recife,Mouse Gamer,Periféricos,Cartão de Crédito,4590.59,4,18362.36
T004292,2024-09-18,C0198,Recife,Webcam,Periféricos,Pix,2499.42,1,2499.42
T004293,2023-11-08,C0144,Fortaleza,Tablet,Telefonia,Cartão de Débito,1785.62,4,7142.48
T004294,2023-06-15,C0810,São Paulo,Carregador Portátil,Acessórios,Cartão de Débito,549.21,5,2746.05
T004295,2023-04-09,C0918,Rio de Janeiro,Mouse Gamer,Periféricos,Cartão de Débito,4591.67,1,4591.67
T004296,2023-12-23,C0816,Belo Horizonte,Teclado Mecânico,Periféricos,Cartão de Débito,562.25,2,1124.5
T004297,2023-10-15,C0933,Belo Horizonte,Webcam,Periféricos,Cartão de Débito,1851.49,2,3702.98
T004298,2023-08-23,C0274,Porto Alegre,Teclado Mecânico,Periféricos,Pix,378.86,2,757.72
T004299,2023-04-06,C0841,Salvador,Smartphone,Telefonia,Cartão de Débito,1647.43,5,8237.15
T004300,2023-07-07,C0640,São Paulo,Fone Bluetooth,Acessórios,Cartão de Crédito,55.01,3,165.03
T004301,2023-04-05,C0435,Rio de Janeiro,Smartphone,Telefonia,Cartão de Débito,1020.36,5,5101.8
T004302,2024-04-01,C0149,Campinas,Notebook,Informática,Boleto,1886.32,4,7545.28
T004303,2024-01-15,C0504,Salvador,Cadeira Gamer,Móveis,Cartão de Débito,2346.99,3,7040.97
T004304,2024-02-07,C0329,Fortaleza,Mouse Gamer,Periféricos,Cartão de Débito,4597.7,1,4597.7
T004305,2024-08-04,C0020,Recife,Monitor,Informática,Cartão de Débito,256.74,2,513.48
T004306,2024-05-13,C0302,Recife,Mouse Gamer,Periféricos,Cartão de Débito,3872.77,3,11618.31
T004307,2023-06-22,C0876,São Paulo,Carregador Portátil,Acessórios,Cartão de Crédito,4349.47,4,17397.88
T004308,2024-07-19,C0643,Recife,Smartphone,Telefonia,Cartão de Débito,4811.41,4,19245.64
T004309,2024-12-03,C0877,Salvador,Notebook,Informática,Pix,3249.45,2,6498.9
T004310,2024-02-15,C0776,Curitiba,Carregador Portátil,Acessórios,Pix,3576.47,3,10729.41
T004311,2024-04-07,C0615,Rio de Janeiro,Tablet,Telefonia,Boleto,3103.95,1,3103.95
T004312,2024-06-10,C1107,Rio de Janeiro,Mouse Gamer,Periféricos,Pix,2049.24,1,2049.24
T004313,2023-06-07,C0588,Brasília,Monitor,Informática,Cartão de Débito,2521.47,5,12607.35
T004314,2023-07-14,C0852,Salvador,Fone Bluetooth,Acessórios,Boleto,2647.14,1,2647.14
T004315,2024-11-25,C0719,Curitiba,Webcam,Periféricos,Pix,1256.48,1,1256.48
T004316,2024-10-12,C0612,Campinas,Cadeira Gamer,Móveis,Cartão de Crédito,1811.84,1,1811.84
T004317,2024-02-16,C0511,Curitiba,Teclado Mecânico,Periféricos,Boleto,1463.63,2,2927.26
T004318,2023-12-15,C0612,Curitiba,Smartphone,Telefonia,Cartão de Débito,1745.84,1,1745.84
T004319,2024-03-31,C0247,Brasília,Webcam,Periféricos,Cartão de Débito,2557.63,3,7672.89
T004320,2023-08-27,C0773,Rio de Janeiro,Cadeira Gamer,Móveis,Pix,4377.46,2,8754.92
T004321,2023-07-31,C0606,Campinas,Tablet,Telefonia,Boleto,3907.24,5,19536.2
T004322,2023-08-28,C1123,Curitiba,Tablet,Telefonia,Cartão de Débito,495.1,4,1980.4
T004323,2023-05-19,C1099,Porto Alegre,Tablet,Telefonia,Cartão de Débito,640.93,5,3204.65
T004324,2023-12-03,C0292,Curitiba,Cadeira Gamer,Móveis,Pix,2140.14,4,8560.56
T004325,2023-05-22,C1179,São Paulo,Webcam,Periféricos,Boleto,2230.68,2,4461.36
T004326,2024-09-16,C0625,Porto Alegre,Tablet,Telefonia,Cartão de Crédito,4683.27,5,23416.35
T004327,2023-04-16,C0896,Brasília,Teclado Mecânico,Periféricos,Boleto,4966.48,3,14899.44
T004328,2024-07-01,C0141,Fortaleza,Carregador Portátil,Acessórios,Cartão de Crédito,2751.96,2,5503.92
T004329,2024-02-12,C0414,Rio de Janeiro,Carregador Portátil,Acessórios,Cartão de Crédito,4375.66,5,21878.3
T004330,2024-08-21,C0922,Curitiba,Tablet,Telefonia,Pix,4079.18,1,4079.18
T004331,2023-06-04,C0297,Belo Horizonte,Cadeira Gamer,Móveis,Boleto,1453.84,4,5815.36
T004332,2023-11-04,C0153,Salvador,Webcam,Periféricos,Cartão de Débito,1215.04,3,3645.12
T004333,2024-12-10,C0755,Fortaleza,Notebook,Informática,Cartão de Débito,3919.7,2,7839.4
T004334,2023-03-13,C0100,Curitiba,Notebook,Informática,Cartão de Débito,3279.57,5,16397.85
T004335,2023-10-27,C0580,São Paulo,Fone Bluetooth,Acessórios,Cartão de Crédito,2928.94,3,8786.82
T004336,2023-08-03,C0023,Recife,Teclado Mecânico,Periféricos,Pix,2756.29,4,11025.16
T004337,2023-12-07,C0434,Rio de Janeiro,Mouse Gamer,Periféricos,Pix,458.67,3,1376.01
T004338,2024-01-02,C0939,São Paulo,Carregador Portátil,Acessórios,Cartão de Débito,1193.46,2,2386.92
T004339,2024-08-31,C0739,São Paulo,Monitor,Informática,Pix,4858.02,3,14574.06
T004340,2023-05-30,C1106,Salvador,Notebook,Informática,Cartão de Crédito,4764.59,1,4764.59
T004341,2024-07-05,C0917,Campinas,Webcam,Periféricos,Boleto,2645.51,1,2645.51
T004342,2023-12-08,C0390,Belo Horizonte,Fone Bluetooth,Acessórios,Boleto,3605.04,3,10815.12
T004343,2024-12-09,C0571,São Paulo,Cadeira Gamer,Móveis,Boleto,597.69,5,2988.45
T004344,2023-02-03,C0957,Belo Horizonte,Tablet,Telefonia,Cartão de Débito,3161.52,5,15807.6
T004345,2023-12-23,C1081,Brasília,Fone Bluetooth,Acessórios,Pix,4205.65,5,21028.25
T004346,2023-08-22,C0047,Brasília,Cadeira Gamer,Móveis,Cartão de Crédito,1721.06,1,1721.06
T004347,2024-01-13,C0425,Brasília,Mouse Gamer,Periféricos,Cartão de Crédito,3270.45,3,9811.35
T004348,2023-02-21,C1013,Salvador,Teclado Mecânico,Periféricos,Pix,2105.48,5,10527.4
T004349,2023-01-02,C0047,Campinas,Smartphone,Telefonia,Pix,3033.13,3,9099.39
T004350,2024-04-16,C0766,Brasília,Cadeira Gamer,Móveis,Boleto,3689.07,2,7378.14
T004351,2024-02-27,C0580,Brasília,Carregador Portátil,Acessórios,Cartão de Crédito,3121.12,4,12484.48
T004352,2024-03-30,C0554,São Paulo,Mouse Gamer,Periféricos,Cartão de Débito,4441.65,1,4441.65
T004353,2023-10-03,C0169,São Paulo,Cadeira Gamer,Móveis,Cartão de Débito,3636.32,2,7272.64
T004354,2023-12-29,C1125,Curitiba,Smartphone,Telefonia,Cartão de Débito,680.08,4,2720.32
T004355,2023-02-07,C0561,Belo Horizonte,Monitor,Informática,Cartão de Débito,2351.99,5,11759.95
T004356,2024-01-08,C1055,São Paulo,Mouse Gamer,Periféricos,Cartão de Débito,736.38,2,1472.76
T004357,2024-01-24,C1043,Curitiba,Notebook,Informática,Cartão de Débito,915.67,1,915.67
T004358,2023-03-09,C0585,Rio de Janeiro,Webcam,Periféricos,Pix,604.52,3,1813.56
T004359,2024-11-29,C0904,Porto Alegre,Monitor,Informática,Boleto,844.15,3,2532.45
T004360,2023-05-19,C0069,Porto Alegre,Carregador Portátil,Acessórios,Cartão de Crédito,1189.59,3,3568.77
T004361,2024-01-22,C0581,Brasília,Webcam,Periféricos,Cartão de Débito,3844.48,4,15377.92
T004362,2024-08-17,C0897,Salvador,Fone Bluetooth,Acessórios,Cartão de Crédito,4293.19,1,4293.19
T004363,2024-12-03,C0125,Porto Alegre,Webcam,Periféricos,Cartão de Débito,1430.35,4,5721.4
T004364,2023-01-20,C0106,Fortaleza,Carregador Portátil,Acessórios,Pix,466.87,4,1867.48
T004365,2023-09-21,C0749,Curitiba,Monitor,Informática,Boleto,1768.92,3,5306.76
T004366,2024-01-08,C0809,Salvador,Monitor,Informática,Cartão de Débito,1648.6,3,4945.8
T004367,2024-03-20,C0538,Salvador,Monitor,Informática,Pix,2143.4,3,6430.2
T004368,2023-04-04,C0696,Fortaleza,Teclado Mecânico,Periféricos,Cartão de Crédito,337.58,2,675.16
T004369,2023-03-22,C0032,Salvador,Cadeira Gamer,Móveis,Cartão de Débito,3025.0,2,6050.0
T004370,2023-09-22,C0733,Porto Alegre,Webcam,Periféricos,Cartão de Crédito,1883.24,5,9416.2
T004371,2023-01-04,C0024,Curitiba,Notebook,Informática,Cartão de Débito,991.2,2,1982.4
T004372,2023-09-20,C0833,Curitiba,Mouse Gamer,Periféricos,Pix,915.92,1,915.92
T004373,2024-09-26,C0414,Belo Horizonte,Smartphone,Telefonia,Cartão de Crédito,2856.74,1,2856.74
T004374,2024-06-13,C0398,Campinas,Monitor,Informática,Cartão de Crédito,881.29,4,3525.16
T004375,2024-09-14,C0948,Recife,Smartphone,Telefonia,Pix,3832.3,4,15329.2
T004376,2023-05-27,C1034,Salvador,Smartphone,Telefonia,Pix,4518.65,5,22593.25
T004377,2024-01-10,C0685,Porto Alegre,Smartphone,Telefonia,Boleto,3839.23,2,7678.46
T004378,2024-08-29,C0996,Rio de Janeiro,Mouse Gamer,Periféricos,Cartão de Débito,819.32,4,3277.28
T004379,2023-02-07,C0179,Recife,Fone Bluetooth,Acessórios,Boleto,3604.57,5,18022.85
T004380,2023-07-21,C0160,Rio de Janeiro,Cadeira Gamer,Móveis,Pix,4398.62,5,21993.1
T004381,2023-01-16,C0224,Brasília,Webcam,Periféricos,Cartão de Débito,1123.06,1,1123.06
T004382,2023-04-18,C0007,Curitiba,Cadeira Gamer,Móveis,Cartão de Débito,4403.55,1,4403.55
T004383,2023-06-28,C0809,Salvador,Fone Bluetooth,Acessórios,Pix,2567.63,2,5135.26
T004384,2023-10-04,C0678,Brasília,Mouse Gamer,Periféricos,Boleto,1238.96,5,6194.8
T004385,2023-10-01,C0739,Recife,Carregador Portátil,Acessórios,Boleto,1578.2,3,4734.6
T004386,2023-09-30,C1015,Brasília,Carregador Portátil,Acessórios,Boleto,743.41,5,3717.05
T004387,2024-11-13,C0460,São Paulo,Fone Bluetooth,Acessórios,Boleto,4833.39,5,24166.95
T004388,2024-12-30,C1138,Curitiba,Monitor,Informática,Cartão de Débito,832.56,2,1665.12
T004389,2024-12-24,C1067,Campinas,Cadeira Gamer,Móveis,Pix,3691.68,5,18458.4
T004390,2024-09-25,C0705,Curitiba,Fone Bluetooth,Acessórios,Cartão de Crédito,249.16,1,249.16
T004391,2024-10-27,C1104,Rio de Janeiro,Monitor,Informática,Cartão de Crédito,1185.71,1,1185.71
T004392,2023-04-30,C0723,Porto Alegre,Cadeira Gamer,Móveis,Cartão de Crédito,480.41,2,960.82
T004393,2024-09-10,C1134,Brasília,Tablet,Telefonia,Boleto,1464.51,4,5858.04
T004394,2024-08-07,C0335,Fortaleza,Smartphone,Telefonia,Cartão de Débito,3887.41,4,15549.64
T004395,2024-04-01,C0855,Salvador,Carregador Portátil,Acessórios,Cartão de Crédito,2412.24,2,4824.48
T004396,2024-10-14,C0545,Belo Horizonte,Cadeira Gamer,Móveis,Boleto,3309.19,4,13236.76
T004397,2023-06-03,C0508,Fortaleza,Notebook,Informática,Pix,1545.65,3,4636.95
T004398,2023-07-19,C0808,Brasília,Carregador Portátil,Acessórios,Boleto,349.63,1,349.63
T004399,2023-04-23,C0947,Porto Alegre,Tablet,Telefonia,Cartão de Crédito,1150.97,3,3452.91
T004400,2023-06-21,C0074,Campinas,Mouse Gamer,Periféricos,Cartão de Débito,4558.44,2,9116.88
T004401,2024-07-13,C0647,São Paulo,Fone Bluetooth,Acessórios,Cartão de Débito,2495.58,2,4991.16
T004402,2023-12-21,C0609,Fortaleza,Monitor,Informática,Cartão de Débito,4169.38,3,12508.14
T004403,2023-06-19,C1029,Porto Alegre,Mouse Gamer,Periféricos,Pix,4862.54,2,9725.08
T004404,2024-05-24,C0571,Campinas,Teclado Mecânico,Periféricos,Pix,4272.16,3,12816.48
T004405,2023-05-08,C0716,Campinas,Cadeira Gamer,Móveis,Cartão de Débito,2854.43,2,5708.86
T004406,2024-07-25,C0523,Salvador,Mouse Gamer,Periféricos,Cartão de Crédito,1324.62,1,1324.62
T004407,2024-11-02,C0798,Campinas,Monitor,Informática,Cartão de Débito,4063.68,2,8127.36
T004408,2024-01-27,C0350,Belo Horizonte,Fone Bluetooth,Acessórios,Boleto,29.19,4,116.76
T004409,2024-07-11,C0162,Fortaleza,Monitor,Informática,Cartão de Crédito,4808.7,4,19234.8
T004410,2024-10-04,C0520,São Paulo,Tablet,Telefonia,Cartão de Débito,3646.81,5,18234.05
T004411,2024-03-26,C0634,Fortaleza,Fone Bluetooth,Acessórios,Boleto,2277.38,1,2277.38
T004412,2024-07-08,C0787,Curitiba,Fone Bluetooth,Acessórios,Pix,90.16,1,90.16
T004413,2024-12-24,C0682,Belo Horizonte,Fone Bluetooth,Acessórios,Cartão de Débito,4453.15,2,8906.3
T004414,2023-05-20,C0917,Porto Alegre,Tablet,Telefonia,Cartão de Débito,2394.25,3,7182.75
T004415,2023-01-24,C0660,Belo Horizonte,Teclado Mecânico,Periféricos,Boleto,98.42,2,196.84
T004416,2023-07-25,C0155,Porto Alegre,Monitor,Informática,Cartão de Débito,532.02,1,532.02
T004417,2023-06-29,C1183,Fortaleza,Monitor,Informática,Pix,3868.55,4,15474.2
T004418,2024-02-22,C1105,Salvador,Smartphone,Telefonia,Cartão de Crédito,4032.56,3,12097.68
T004419,2024-05-17,C0856,Porto Alegre,Tablet,Telefonia,Cartão de Crédito,1558.84,4,6235.36
T004420,2024-03-08,C0149,Belo Horizonte,Fone Bluetooth,Acessórios,Boleto,28.75,1,28.75
T004421,2024-05-30,C0984,Porto Alegre,Monitor,Informática,Cartão de Crédito,574.67,3,1724.01
T004422,2023-08-23,C0737,São Paulo,Carregador Portátil,Acessórios,Pix,1080.18,4,4320.72
T004423,2023-01-29,C0967,Curitiba,Monitor,Informática,Boleto,1973.14,2,3946.28
T004424,2023-05-04,C0408,Brasília,Fone Bluetooth,Acessórios,Boleto,46.75,3,140.25
T004425,2023-09-21,C1123,Recife,Carregador Portátil,Acessórios,Cartão de Débito,3932.87,3,11798.61
T004426,2023-01-16,C0574,Rio de Janeiro,Teclado Mecânico,Periféricos,Pix,2838.43,1,2838.43
T004427,2024-12-14,C0359,Porto Alegre,Tablet,Telefonia,Boleto,4087.78,5,20438.9
T004428,2023-04-01,C0595,Fortaleza,Smartphone,Telefonia,Pix,2518.83,5,12594.15
T004429,2025-01-01,C0374,Curitiba,Notebook,Informática,Pix,2863.42,3,8590.26
T004430,2024-12-31,C1026,Porto Alegre,Webcam,Periféricos,Cartão de Crédito,2119.32,3,6357.96
T004431,2023-03-12,C0366,São Paulo,Webcam,Periféricos,Pix,4736.71,1,4736.71
T004432,2024-07-13,C0164,Brasília,Teclado Mecânico,Periféricos,Cartão de Débito,1786.98,4,7147.92
T004433,2023-08-11,C0770,Rio de Janeiro,Smartphone,Telefonia,Pix,2110.83,2,4221.66
T004434,2024-03-28,C0969,Fortaleza,Notebook,Informática,Cartão de Crédito,3394.96,2,6789.92
T004435,2023-03-07,C0252,Porto Alegre,Tablet,Telefonia,Cartão de Débito,1257.32,5,6286.6
T004436,2024-01-19,C0785,Curitiba,Smartphone,Telefonia,Boleto,2685.53,3,8056.59
T004437,2024-04-13,C1146,Fortaleza,Fone Bluetooth,Acessórios,Cartão de Crédito,749.27,5,3746.35
T004438,2024-05-29,C0065,Salvador,Fone Bluetooth,Acessórios,Boleto,2090.36,2,4180.72
T004439,2023-03-02,C0844,Campinas,Monitor,Informática,Cartão de Crédito,2920.22,2,5840.44
T004440,2023-11-19,C1080,São Paulo,Mouse Gamer,Periféricos,Cartão de Crédito,1043.75,3,3131.25
T004441,2024-01-11,C1163,Fortaleza,Fone Bluetooth,Acessórios,Pix,2949.56,5,14747.8
T004442,2023-06-21,C1094,Curitiba,Teclado Mecânico,Periféricos,Pix,4635.13,1,4635.13
T004443,2023-10-01,C0970,Brasília,Smartphone,Telefonia,Pix,2392.47,5,11962.35
T004444,2023-09-30,C1126,Salvador,Smartphone,Telefonia,Cartão de Débito,1334.94,2,2669.88
T004445,2023-05-10,C1173,Brasília,Carregador Portátil,Acessórios,Boleto,540.79,5,2703.95
T004446,2023-06-04,C0609,Recife,Mouse Gamer,Periféricos,Cartão de Crédito,2689.97,5,13449.85
T004447,2023-08-20,C0979,Brasília,Smartphone,Telefonia,Boleto,4481.3,4,17925.2
T004448,2023-02-10,C1068,Curitiba,Mouse Gamer,Periféricos,Cartão de Débito,2172.06,4,8688.24
T004449,2024-11-16,C0935,Salvador,Tablet,Telefonia,Cartão de Débito,4184.57,1,4184.57
T004450,2024-01-26,C0984,Campinas,Tablet,Telefonia,Cartão de Crédito,3340.22,5,16701.1
T004451,2023-11-15,C0081,Campinas,Tablet,Telefonia,Cartão de Crédito,2786.21,4,11144.84
T004452,2024-07-11,C0785,Salvador,Tablet,Telefonia,Boleto,3210.6,1,3210.6
T004453,2024-10-23,C0729,Fortaleza,Fone Bluetooth,Acessórios,Cartão de Crédito,1068.05,4,4272.2
T004454,2024-08-10,C0685,São Paulo,Smartphone,Telefonia,Pix,529.06,4,2116.24
T004455,2024-12-09,C0630,Fortaleza,Teclado Mecânico,Periféricos,Cartão de Débito,1713.48,4,6853.92
T004456,2023-10-22,C0465,Fortaleza,Mouse Gamer,Periféricos,Boleto,1416.54,4,5666.16
T004457,2023-10-12,C1117,Porto Alegre,Teclado Mecânico,Periféricos,Cartão de Débito,1969.71,2,3939.42
T004458,2023-03-27,C0372,Brasília,Mouse Gamer,Periféricos,Cartão de Débito,2930.41,4,11721.64
T004459,2023-05-01,C0675,Campinas,Notebook,Informática,Cartão de Crédito,2010.72,5,10053.6
T004460,2023-04-13,C0303,Recife,Webcam,Periféricos,Cartão de Débito,1353.87,3,4061.61
T004461,2024-02-24,C0971,São Paulo,Carregador Portátil,Acessórios,Boleto,3271.38,5,16356.9
T004462,2023-03-18,C0068,Recife,Tablet,Telefonia,Boleto,4041.85,5,20209.25
T004463,2023-10-05,C0360,Porto Alegre,Teclado Mecânico,Periféricos,Cartão de Crédito,1375.01,2,2750.02
